agency_id,metric_key,value_numeric,value_text,unit,period_year,as_of_date,source_name,source_url,source_pub_date,confidence,notes
US-TX,bls_social_workers_median_wage_usd,49400,,usd,2024,,classet.org (BLS OEWS-derived) 21-1021 TX,https://www.classet.org/salary/21-1021.00/TX,2024,low,"TX median SOC 21-1021; not confirmed directly from bls.gov"
US-VT,vacancy_rate_pct,11.4,,pct,2024,,Raise the Age Progress Report to the Vermont Legislature,https://legislature.vermont.gov/assets/Legislative-Reports/Raise-the-Age-Progress-Report-1.31.2025.pdf,2025-01-31,high,"FSW vacancy rate FY24; corroborated by Building Bright Futures spotlight"
US-VT,caseworker_turnover_rate_pct,16,,pct,2024,,Raise the Age Progress Report to the Vermont Legislature,https://legislature.vermont.gov/assets/Legislative-Reports/Raise-the-Age-Progress-Report-1.31.2025.pdf,2025-01-31,high,"FSW turnover FY24; BBF spotlight states 16.1%"
US-VT,vacancy_count,20,,count,2025,2025-01-02,Raise the Age Progress Report to the Vermont Legislature,https://legislature.vermont.gov/assets/Legislative-Reports/Raise-the-Age-Progress-Report-1.31.2025.pdf,2025-01-31,high,"20 FSW vacancies as of Jan 2 2025"
US-VT,children_in_foster_care,907,,count,2024,2024-09-30,Building Bright Futures State of Vermont's Children 2024 Child Welfare Data Spotlight,https://www.buildingbrightfutures.org/wp-content/uploads/2025/01/The-State-of-Vermonts-Children_2024-Year-in-Review_Child-Welfare-Data-Spotlight.pdf,2025-01,high,"In out-of-home protective custody; drawing on FSD data"
US-VT,cps_referrals_annual,19410,,count,2024,,Child Protection in Vermont Report for 2024,https://legislature.vermont.gov/assets/Legislative-Reports/Child-Protection-in-Vermont-Report-for-2024.pdf,2025,high,"19,410 reports received; 3,617 accepted (CY2024)"
US-VT,cps_investigations_annual,2037,,count,2024,,Child Protection in Vermont Report for 2024,https://legislature.vermont.gov/assets/Legislative-Reports/Child-Protection-in-Vermont-Report-for-2024.pdf,2025,high,"2,037 investigations plus 1,580 assessments (CY2024)"
US-VT,min_education_required,,Bachelor's degree (or Associate's + 2 yrs experience),,2026,,State of Vermont careers - Family Services Worker Trainee,https://careers.vermont.gov/job/Various-Family-Services-Worker-Trainee-(Statewide-Continuous-Recruitment)-VT/792262800/,,medium,"No specific social-work-degree requirement"
US-VT,recommended_caseload_standard,12,,count,2019,,Vermont Public,https://www.vermontpublic.org/vpr-news/2019-05-16/did-it-work-hiring-more-dcf-social-workers-to-reduce-caseloads,2019-05-16,low,"Nationally recommended 12 cases; dated"
US-NM,caseworker_turnover_rate_pct,29,,pct,2024,,Santa Fe New Mexican citing CYFD/LFC,https://www.santafenewmexican.com/news/local_news/cyfd-develops-workforce-retention-plan-amid-persistent-caseworker-shortage/article_9e201189-2765-4e1d-8521-08baec312e1f.html,,medium,"PS caseworker turnover improved to ~29% in 2024 (was ~34%)"
US-NM,vacancy_rate_pct,28.6,,pct,2024,,New Mexico LFC SM5 Task Force Child Welfare Workforce Brief,https://www.nmlegis.gov/Entity/LFC/Documents/SM5_Taskforce/Child%20Welfare%20Workforce%20Brief.pdf,2024-07-25,medium,"Agency vacancy rate; from snippet (PDF blocked)"
US-NM,budgeted_caseworker_positions,962,,count,2025,,New Mexico LFC SM5 Task Force Brief,https://www.nmlegis.gov/Entity/LFC/Documents/SM5_Taskforce/Child%20Welfare%20Workforce%20Brief.pdf,2024-07-25,medium,"FY25 Protective Services ~962 employees incl some non-caseworkers"
US-NM,recommended_caseload_standard,12,,count,2024,,Santa Fe New Mexican citing CYFD workforce plan,https://www.santafenewmexican.com/news/local_news/cyfd-develops-workforce-retention-plan-amid-persistent-caseworker-shortage/article_9e201189-2765-4e1d-8521-08baec312e1f.html,,medium,"Max 12 investigations per investigator; 15 children per permanency coordinator"
US-NM,pct_caseworkers_over_standard,51,,pct,2025,2025-09-08,Searchlight New Mexico,https://searchlightnm.org/cyfd-workers-fear-and-oppressive-caseloads-continue-at-new-mexico-child-welfare-offices/,,medium,"189 front-line employees (51%) over standard as of Sept 8 2025"
US-NM,children_in_foster_care,2164,,count,2025,2025-03-01,Santa Fe New Mexican citing CYFD,https://www.santafenewmexican.com/news/local_news/systematic-moral-failing-justice-department-issues-scathing-report-on-cyfd/article_b890516e-bf85-45fb-a55c-d9903567715b.html,,medium,"~2164 in state custody as of March 2025"
US-NM,min_education_required,,Bachelor's degree in social work or related field; 4 yrs related ed/exp may substitute,,2024,,New Mexico CPS Case Worker job posting,https://www.governmentjobs.com/careers/newmexico/jobs/newprint/1155828,,high,"CYFD/PSD CPS Case Worker minimum qualifications"
US-NM,bls_social_workers_median_wage_usd,49530,,usd,2024,,BLS OEWS May 2024 21-1021 via CareersInPsychology,https://careersinpsychology.org/how-to-become-a-social-worker-in-new-mexico/,,medium,"NM median wage; bls.gov blocks fetch, aggregator snippet"
US-NM,bls_social_workers_employment,2470,,count,2024,,BLS OEWS 21-1021 via CareersInPsychology,https://careersinpsychology.org/how-to-become-a-social-worker-in-new-mexico/,,low,"NM employment; aggregator snippet, vintage uncertain"
US-NE,recommended_caseload_standard,17,,count,2024,,Nebraska Revised Statute 68-1207,https://nebraskalegislature.gov/laws/statutes.php?statute=68-1207,,high,"Statutory range 12-17 cases (CWLA standards)"
US-NE,pct_caseworkers_over_standard,17.5,,pct,2024,2024-07-01,Nebraska FCRO 2024 Annual Report via Nebraska Public Media,https://nebraskapublicmedia.org/en/news/news-articles/kids-are-gonna-get-hurt-foster-care-system-breaking-state-law-as-omaha-workers-carry-massive-caseloads/,,medium,"Statewide 82.5% met standard July 2024; Eastern SA only 50.5% met"
US-NE,children_in_foster_care,4100,,count,2024,2024-01-01,Nebraska Foster Care Review Office 2024 Annual Report,https://fcro.nebraska.gov/pdf/FCRO-Reports/2024%20Annual%20Report.pdf,,medium,"~4100 in out-of-home care/trial home visit early 2024"
US-NE,min_education_required,,Bachelor's degree in social work or related field,,2024,,Nebraska DHHS Child and Family Services Specialist postings,https://dhhs.ne.gov/Pages/DHHS-Positions.aspx,,high,"Degree within 90 days of closing also accepted"
US-NE,licensure_required,,No,,2025,,Nebraska DHHS Licensure,https://dhhs.ne.gov/licensure/pages/mental-health-and-social-work-practice.aspx,,medium,"Not required for CFSS caseworker role"
US-NE,bls_social_workers_median_wage_usd,48800,,usd,2024,,BLS OEWS May 2024 21-1021 via socialworkdegrees.org,https://www.socialworkdegrees.org/faq/how-much-do-social-workers-make,,medium,"NE median; range $36,520-$68,060; bls.gov blocks fetch"
US-NE,county_data_availability,,"State-administered statewide except Eastern Service Area (Omaha) case management privatized (Saint Francis Ministries)",,2024,,Nebraska Public Media,https://nebraskapublicmedia.org/en/news/news-articles/kids-are-gonna-get-hurt-foster-care-system-breaking-state-law-as-omaha-workers-carry-massive-caseloads/,,high,"Eastern SA case management contracted"
US-WV,budgeted_caseworker_positions,524,,count,2024,2024-06-30,WV DoHS via West Virginia Watch,https://westvirginiawatch.com/2024/08/30/wv-makes-strides-in-improving-cps-vacancies-work-remains-in-promptly-investigating-child-abuse/,2024-08-30,high,"Allocated CPS positions as of June 2024"
US-WV,vacancy_count,101,,count,2024,2024-06-30,WV DoHS via West Virginia Watch,https://westvirginiawatch.com/2024/08/30/wv-makes-strides-in-improving-cps-vacancies-work-remains-in-promptly-investigating-child-abuse/,2024-08-30,high,"101 of 524 CPS positions vacant June 2024"
US-WV,vacancy_rate_pct,19,,pct,2024,2024-06-30,WV DoHS via West Virginia Watch,https://westvirginiawatch.com/2024/08/30/wv-makes-strides-in-improving-cps-vacancies-work-remains-in-promptly-investigating-child-abuse/,2024-08-30,high,"CPS vacancy rate June 2024; was 31% Jan 2023"
US-WV,vacancy_rate_pct,8.5,,pct,2025,2025-09-01,WV DoHS via WV MetroNews,https://wvmetronews.com/2025/09/25/dohs-sees-decline-in-vacancies-turnover-rates-for-cps-and-youth-services-employees/,2025-09-25,high,"Statewide CPS vacancy rate Sep 1 2025; down from 27.3% in 2023"
US-WV,caseworker_turnover_rate_pct,22.7,,pct,2024,,WV DoHS via WV MetroNews,https://wvmetronews.com/2025/09/25/dohs-sees-decline-in-vacancies-turnover-rates-for-cps-and-youth-services-employees/,2025-09-25,high,"CPS turnover 2024; >34% in 2021"
US-WV,caseworker_turnover_rate_pct,15,,pct,2025,,WV DoHS via WV MetroNews,https://wvmetronews.com/2025/09/25/dohs-sees-decline-in-vacancies-turnover-rates-for-cps-and-youth-services-employees/,2025-09-25,high,"Most recent CPS turnover 2025"
US-WV,children_in_foster_care,5991,,count,2024,2024-06-30,WV DoHS news release,https://dhhr.wv.gov/News/2024/Pages/default.aspx,2024,high,"In state custody June 30 2024; 6286 in 2023"
US-WV,min_education_required,,Bachelor's in social work or related field,,2024,,WV Division of Personnel CPS Worker Trainee class spec,https://www.state.wv.us/admin/personnel/clascomp/spec/9684.pdf,,high,"CPS Worker Trainee minimum qualifications"
US-WV,licensure_required,,Yes,,2024,,WV CPS Worker job posting,https://www.governmentjobs.com/careers/wv/jobs/newprint/27326,,high,"Licensed or eligible for temporary SW license, WV Board of Social Work Examiners"
US-ID,caseworker_fte,503,,count,2026,,Idaho DHW budget via Idaho Capital Sun,https://idahocapitalsun.com/2024/10/21/in-foster-care-idaho-department-health-and-welfare-budget-proposal-seeks-prevention/,2024-10-21,medium,"Requested total ~503 staff FY2026 incl 68 new; not all caseworkers"
US-ID,caseworker_turnover_rate_pct,21,,pct,2022,,Idaho DHW via Idaho Press,https://www.idahopress.com/news/local/idaho-health-and-welfare-asks-for-24-additional-social-workers-makes-overtime-changes/article_5c95045f-4e8b-52c2-99dd-5330c9e320b5.html,,low,"Mid-level SW turnover; jumped 19% (2020) to 36% (2021)"
US-ID,children_in_foster_care,1400,,count,2024,,Idaho DHW,https://healthandwelfare.idaho.gov/providers/improving-child-welfare-statewide/dhw-aims-increase-foster-homes-idaho,2024,medium,"~1,400 placed annually; not point-in-time"
US-ID,avg_caseload_per_caseworker,20,,count,2019,2019-02-03,Idaho DHW via Idaho State Journal,https://www.idahostatejournal.com/news/local/idahos-child-welfare-division-undergoing-transformation/article_8d292a3c-e335-5aac-ae1a-1537057782e5.html,2019-02-03,low,"As many as 20 cases in parts of Idaho; dated"
US-ID,min_education_required,,Bachelor's in social work/behavioral science/education/healthcare with 21+ credits in human service fields,,2024,,Idaho DHW Child Welfare Social Worker class spec,https://www.governmentjobs.com/careers/idaho/classspecs/1263457,,medium,"Class specification minimum qualifications"
US-ID,licensure_required,,Yes,,2024,,Idaho social work licensure via SocialWorkLicenseMap,https://socialworklicensemap.com/social-work-licensure/become-a-social-worker-in-idaho/,,medium,"Idaho SW license (e.g. LBSW) required for child welfare positions"
US-UT,caseworker_turnover_rate_pct,28.1,,pct,2024,,Utah DCFS FY24 Annual Report,https://dcfs.utah.gov/wp-content/uploads/FY24-DCFS-annual-report-FINAL-1.pdf,2024,medium,"FY24 frontline turnover; from snippet (PDF blocked)"
US-UT,caseworker_turnover_rate_pct,20,,pct,2025,,Fox13 News citing DCFS,https://www.fox13now.com/news/fox-13-investigates/how-high-dcfs-turnover-high-caseloads-affect-utah-children-facing-abuse,2025-05-06,medium,"~20% last quarter per DCFS director; peak 40% in 2022"
US-UT,recommended_caseload_standard,12,,count,2025,,Fox13 News citing DCFS / legislative audit,https://www.fox13now.com/news/fox-13-investigates/how-high-dcfs-turnover-high-caseloads-affect-utah-children-facing-abuse,2025-05-06,medium,"12 in-home; 15 for CPS and home-based"
US-UT,cps_investigations_annual,22667,,count,2024,,Utah Legislature DCFS overview,https://le.utah.gov/interim/2024/pdf/00003203.pdf,2024,medium,"FY24 total CPS cases ~22,667; from snippet"
US-UT,children_in_foster_care,1700,,count,2024,,Idaho Capital Sun citing Utah DHHS,https://idahocapitalsun.com/2024/05/31/utah-gov-cox-calls-on-utahns-to-consider-foster-care-amid-large-shortage-of-licensed-families/,2024-05-31,medium,"~1,700; approximate rounded"
US-UT,min_education_required,,Bachelor's degree in social work/psychology/sociology/family-human development/criminal justice or related,,2025,,Utah DHHS / governmentjobs.com postings,https://www.governmentjobs.com/careers/utah/jobs/newprint/3917948,2025,medium,"Caseworker I minimum qualifications"
US-UT,caseworker_median_salary_usd,48540,,usd,2024,,Salary.com citing BLS May 2024,https://www.salary.com/research/salary/posting/child-family-or-school-social-worker-salary/ut,2024,low,"BLS-derived; range $37,330-$66,450; not confirmed on bls.gov"
US-NV,vacancy_rate_pct,35,,pct,2024,,The Nevada Independent,https://thenevadaindependent.com/article/pay-raises-hiring-shifts-helped-nevada-cut-state-worker-vacancy-rate-in-half,2025,medium,"DCFS vacancy >35% at start of 2024"
US-NV,vacancy_rate_pct,24,,pct,2025,,The Nevada Independent citing governor's office,https://thenevadaindependent.com/article/pay-raises-hiring-shifts-helped-nevada-cut-state-worker-vacancy-rate-in-half,2025,medium,"DCFS vacancy ~24% by early 2025"
US-NV,cps_referrals_annual,41921,,count,2022,,CWLA Nevada 2024 fact sheet,https://www.cwla.org/wp-content/uploads/2024/04/Nevada-2024.pdf,2024,medium,"FY2022; 16,117 screened in for CPS response"
US-NV,cps_investigations_annual,16117,,count,2022,,CWLA Nevada 2024 fact sheet,https://www.cwla.org/wp-content/uploads/2024/04/Nevada-2024.pdf,2024,medium,"FY2022 referrals screened in for CPS response"
US-NV,children_in_foster_care,6783,,count,2022,,CWLA Nevada 2024 fact sheet,https://www.cwla.org/wp-content/uploads/2024/04/Nevada-2024.pdf,2024,medium,"Total children served by foster care FY2022 (statewide)"
US-NV,caseworker_median_salary_usd,60430,,usd,2024,,humanservicesedu.org citing BLS,https://www.humanservicesedu.org/nevada-social-work-licensure/,2024,low,"BLS-derived for child/family/school social workers; not confirmed on bls.gov"
US-NV,county_data_availability,,"State-supervised, county-administered: Clark Co DFS and Washoe Co Human Services administer urban regions; state DCFS administers 15 rural counties",,2024,,Nevada DCFS,https://dcfs.nv.gov/programs/cws/,,high,"Counties >100k pop county-administered; DCFS runs rural"
US-DC,recommended_caseload_standard,12,,count,2024,,CFSA FY2024 Annual Public Report,https://cfsa.dc.gov/sites/default/files/dc/sites/cfsa/publication/attachments/CFSA%20Annual%20Public%20Report%20(APR)%20-%20FY2024_FINAL%202-24-25.pdf,2025,high,"12-15 indicator for investigative caseload"
US-DC,pct_caseworkers_over_standard,75,,pct,2024,2024-08-01,CFSA FY2024 APR / Children's Rights,https://www.childrensrights.org/press-release/report-d-c-child-welfare-reform-builds-momentum-under-new-leadership/,,medium,"27 of 36 investigative social workers over 12-15 indicator Aug 2024"
US-DC,caseworker_headcount,36,,count,2024,2024-08-01,Child Welfare Monitor / CFSA FY2024 APR,https://childwelfaremonitor.org/2025/01/10/child-protective-services-in-the-district-of-columbia-an-alarming-increase-in-incomplete-investigations-in-fy2024/,2025-01-10,high,"Investigative social workers fell from 42 (Jan 2024) to 36 (Aug 2024); CPS only"
US-DC,vacancy_count,51,,count,2024,,Street Sense Media citing CFSA oversight responses,https://streetsensemedia.org/article/dc-child-abuse-investigations-incomplete-staffing-crisis/,2025,medium,"51 vacancies in CPS investigations division"
US-DC,cps_investigations_annual,3795,,count,2024,,Child Welfare Monitor / CFSA FY2024 APR,https://childwelfaremonitor.org/2025/01/10/child-protective-services-in-the-district-of-columbia-an-alarming-increase-in-incomplete-investigations-in-fy2024/,2025-01-10,medium,"~3,795 investigations FY2024; 38% incomplete"
US-DC,caseworker_entry_salary_usd,72985,,usd,2025,,CFSA Social Worker job postings,https://cfsa.dc.gov/release/social-worker-home-administration,,medium,"Grade 9 bottom approximates entry; Grade 9-12 ranges $72,985-$118,558"
US-DC,min_education_required,,Bachelor's in social work (CSWE-accredited) for entry; MSW for advanced roles,,2025,,CFSA Social Workers page,https://cfsa.dc.gov/page/social-workers,,medium,"Varies by position level"
US-DC,licensure_required,,Yes,,2025,,CFSA job postings,https://cfsa.dc.gov/release/social-worker-home-administration,,medium,"DC LSWA for entry; LICSW for advanced/clinical"
US-MT,children_in_foster_care,1749,,count,2026,2026-05-01,Montana Governor's Office / DPHHS press release,https://dphhs.mt.gov/News/2026/May/50PercentDecrease,2026-05,medium,"1,749 currently in care, down ~47% from 3,300+ in 2021"
US-MT,cps_referrals_annual,11597,,count,2022,,Child Welfare League of America Montana 2024 fact sheet,https://www.cwla.org/wp-content/uploads/2024/04/Montana-2024.pdf,2024-04,medium,"11,597 total referrals 2022"
US-MT,cps_investigations_annual,7301,,count,2022,,Child Welfare League of America Montana 2024 fact sheet,https://www.cwla.org/wp-content/uploads/2024/04/Montana-2024.pdf,2024-04,medium,"7,301 screened in for CPS response 2022"
US-MT,budgeted_caseworker_positions,206,,count,2019,2019-11-01,Montana Legislature HJR 48/49 study materials,https://archive.legmt.gov/content/Committees/Interim/2019-2020/Children-Family/Committee-Topics/hjr48-49/jan2020-cps-stats-other-states.pdf,2020-01,medium,"180 of 206 funded caseworker positions filled Nov 2019"
US-MT,caseworker_headcount,180,,count,2019,2019-11-01,Montana Legislature HJR 48/49 study materials,https://archive.legmt.gov/content/Committees/Interim/2019-2020/Children-Family/Committee-Topics/hjr48-49/jan2020-cps-stats-other-states.pdf,2020-01,medium,"Filled caseworker positions Nov 2019"
US-MT,caseworker_turnover_rate_pct,40.6,,pct,2019,,Billings Gazette / Montana Standard citing DPHHS/audit,https://www.mtstandard.com/opinion/editorial/montana-view-two-many-kids-in-foster-care-too-few-caseworkers/article_e4d8a2a3-c308-5d50-8174-7a2afc8b70b6.html,,low,"FY2019 turnover (vacant or filled <1 yr); broad definition"
US-MT,caseworker_entry_salary_usd,59400,,usd,2025,,State of Montana DPHHS Child Protection Specialist posting,https://www.ziprecruiter.com/c/State-of-Montana/Job/Child-Protection-Specialist-(Region-5-Western)/-in-Missoula,MT,,low,"Posting range $59,400-$79,200; single posting"
US-MT,min_education_required,,Bachelor's in social work/human services/psychology or related + 2 yrs experience,,2025,,State of Montana DPHHS Child Protection Specialist posting,https://www.ziprecruiter.com/c/State-of-Montana/Job/Child-Protection-Specialist-(Region-5-Western)/-in-Missoula,MT,,medium,"Social work degree not mandatory"
US-DE,recommended_caseload_standard,11,,count,2024,2024-06-30,Delaware 2020-2024 CFSP Final Report (APSR 2025),https://kidsfiles.delaware.gov/pdfs_archive/fs/fs-cfsp-apsr-2025.pdf,2024-06-30,medium,"Statutory standard for investigation/assessment workers (29 Del. C. 9015); from snippet"
US-DE,avg_caseload_per_caseworker,19.7,,count,2024,2024-06-30,Delaware CPAC / APSR,https://kidsfiles.delaware.gov/pdfs_archive/fs/fs-cfsp-apsr-2025.pdf,2024-06-30,low,"DFS serious-injury investigation units; specific unit not agency-wide"
US-DE,cps_investigations_annual,6767,,count,2022,,Delaware CFSR Round 4 Statewide Assessment 2023,https://acf.gov/sites/default/files/documents/cb/de-cfsr-r4-swa.pdf,2023-02-03,low,"6,767 initial interviews CY2022; proxy for investigations"
US-DE,min_education_required,,Bachelor's degree or higher with coursework in behavioral science/psychology/sociology/human services or related,,2023,,State of Delaware Family Service Specialist job classification,https://www.jobapscloud.com/DE/sup/BulPreview.asp?R1=071323&R2=UDDQ11&R3=370600,,medium,"Bachelor's not strictly required; experience substitutes allowed"
US-MN,children_in_foster_care,10475,,count,2023,,Minnesota Out-of-home Care and Permanency Report 2023 (DHS-5408Pa),https://www.lrl.mn.gov/docs/2025/mandated/251620.pdf,2025-09,medium,"Children who experienced out-of-home care during 2023; from snippet"
US-MN,cps_referrals_annual,23507,,count,2023,,Minnesota Child Maltreatment Report 2023 (DHS-5408P),https://www.lrl.mn.gov/docs/2025/mandated/251621.pdf,2025-11,medium,"Total maltreatment cases assigned 2023; 66% Family Assessment track"
US-MN,cps_investigations_annual,12005,,count,2023,,Minnesota Child Maltreatment Report 2023 (DHS-5408P),https://www.lrl.mn.gov/docs/2025/mandated/251621.pdf,2025-11,medium,"Children with a Family or Facility Investigation 2023"
US-MN,recommended_caseload_standard,17,,count,1998,,OLA Child Protective Services Report 98-01,https://www.auditor.leg.state.mn.us/ped/pedrep/9801-all.pdf,1998-01,low,"National standard cited by OLA: max 17 cases (12 per investigator); very dated"
US-MN,bls_social_workers_mean_wage_usd,64490,,usd,2024,,BLS OEWS Minnesota 21-1021 via aggregators,https://www.bls.gov/oes/current/oes_mn.htm,,medium,"Annual mean SOC 21-1021; corroborated across two aggregators; bls.gov blocked"
US-MN,bls_social_workers_median_wage_usd,63590,,usd,2024,,BLS OEWS Minnesota 21-1021 via aggregators,https://www.bls.gov/oes/current/oes_mn.htm,,medium,"Annual median SOC 21-1021; corroborated; bls.gov blocked"
US-MN,bls_social_workers_employment,9330,,count,2024,,BLS OEWS Minnesota 21-1021 via classet aggregator,https://www.bls.gov/oes/current/oes_mn.htm,,low,"Employment estimate; year approximate; bls.gov blocked"
US-MN,county_data_availability,,"County-administered, state-supervised: workforce metrics (headcount, FTE, vacancy, turnover, caseloads) held at county level and not consistently published statewide; most recent dedicated staffing analysis is the dated 1998 OLA report",,2024,,MN DHS Child Welfare Data Dashboard / OLA,https://mn.gov/dhs/partners-and-providers/news-initiatives-reports-workgroups/child-protection-foster-care-adoption/child-welfare-data-dashboard/,,medium,"County structure limits centralized workforce data"
US-CO,budgeted_caseworker_positions,574,,count,2014,,Colorado Sun (Office of State Auditor workload study),https://coloradosun.com/2019/03/06/child-welfare-colorado-audit/,2019-03-06,medium,"2014 study: 574 ADDITIONAL caseworkers needed (gap figure not total)"
US-CO,caseworker_turnover_rate_pct,29.7,,pct,2016,,Early Childhood Colorado Partnership citing ARCH 2016,http://eccp.civiccanopy.org/strong-child-welfare-workforce/,2017-04-01,medium,"Avg intake-team turnover 2005-2015 in 7 of 10 largest counties; not statewide all-role"
US-CO,time_to_fill_days,27,,days,2017,,CO4Kids / Annie E. Casey Foundation,https://co4kids.org/blog/how-one-colorado-county-cut-its-child-welfare-hiring-time-more-half,,medium,"Jefferson County only; fell from 72 days (2014) to 27 (2017)"
US-CO,children_in_foster_care,3600,,count,2024,,Colorado Department of Human Services press release,https://cdhs.colorado.gov/press-release/cdhs-honors-colorado-foster-families-highlighting-the-ongoing-need-to-support-nearly,,medium,"CDHS: 'nearly 3,600' needing foster family support; approximate"
US-CO,cps_referrals_annual,118042,,count,2024,,Colorado Children's Campaign KIDS COUNT via CPR News,https://www.cpr.org/2026/06/10/annual-kids-count-report-youth-colorado/,2026-06-10,medium,"~118,042 referrals 2024-25; ~2% substantiated"
US-CO,min_education_required,,Bachelor's degree with coursework related to child welfare social casework,,2024,,Code of Colorado Regulations 12 CCR 2509-7.603,https://www.law.cornell.edu/regulations/colorado/12-CCR-2509-7.603,,medium,"County-administered; bachelor's typically required"
US-CO,licensure_required,,No,,2024,,Code of Colorado Regulations 12 CCR 2509-7.603,https://www.law.cornell.edu/regulations/colorado/12-CCR-2509-7.603,,low,"State certification via pre-service training, not licensure"
US-CO,bls_social_workers_mean_wage_usd,58930,,usd,2024,,classet.org citing BLS OEWS 21-1021 Colorado,https://www.classet.org/salary/21-1021.00/CO,,low,"Aggregator BLS-derived mean; primary BLS table not retrievable"
US-CO,county_data_availability,,"County-administered/state-supervised (64 counties); CDHS publishes county performance via C-Stat and Community Performance Center; 2014 Office of State Auditor workload study has county-by-county caseload/staffing; no single current statewide workforce table",,2024,,Colorado DHS Child Welfare Data and Accountability,https://cdhs.colorado.gov/our-services/child-and-family-services/child-welfare/child-welfare-data-and-accountability,,medium,"County data via C-Stat but not consolidated"
US-VA,caseworker_turnover_rate_pct,40,,pct,2024,,Virginia Commission on Youth - Facts about Virginia's Child Welfare Workforce,https://vcoy.virginia.gov/011%20workforce.pdf,,medium,"Statewide avg annual turnover for entry-level FSS I, CY2022-2024"
US-VA,vacancy_count,650,,count,2024,,Virginia Commission on Youth - Facts about Virginia's Child Welfare Workforce,https://vcoy.virginia.gov/011%20workforce.pdf,,medium,"~650 family services positions vacant across 120 local departments"
US-VA,vacancy_rate_pct,21,,pct,2024,,Virginia Commission on Youth - Facts about Virginia's Child Welfare Workforce,https://vcoy.virginia.gov/011%20workforce.pdf,,low,"Reported 20-23% vacant; midpoint"
US-VA,avg_tenure_years,0.93,,years,2024,,Virginia Commission on Youth - Facts about Virginia's Child Welfare Workforce,https://vcoy.virginia.gov/011%20workforce.pdf,,medium,"Median tenure for FSS I CY2022-2024; entry-level under 1 year"
US-VA,caseworker_entry_salary_usd,45760,,usd,2024,,Virginia Commission on Youth - Facts about Virginia's Child Welfare Workforce,https://vcoy.virginia.gov/011%20workforce.pdf,,low,"Derived from ~$22/hr x 2080; varies by region"
US-VA,min_education_required,,Bachelor's degree; BSW/MSW + VA social work license desirable,,2016,,Virginia Administrative Code 22VAC40-670-20,https://law.lis.virginia.gov/admincode/title22/agency40/chapter670/section20/,,high,"Baccalaureate OR any baccalaureate + 2 yrs experience"
US-VA,children_in_foster_care,5156,,count,2024,2024-04-01,FosterVA citing AFCARS,https://www.fosterva.org/blog/virginia-foster-care-statistics-and-trends-2024-what-every-parent-needs-to-know,,medium,"As of April 1 2024 per AFCARS"
US-VA,cps_referrals_annual,33847,,count,2024,,VDSS Child Abuse and Neglect in Virginia SFY2024 Fact Sheet,https://www.dss.virginia.gov/files/about/reports/children/cps/all_other/2024/CPS_Fact_Sheet_SFY2024-final.pdf,,high,"Reports completed SFY2024 by 120 local departments; 53,440 children involved"
US-VA,cps_investigations_annual,2905,,count,2024,,VDSS Child Abuse and Neglect in Virginia SFY2024 Fact Sheet,https://www.dss.virginia.gov/files/about/reports/children/cps/all_other/2024/CPS_Fact_Sheet_SFY2024-final.pdf,,high,"Founded investigations SFY2024 (25,083 family assessments under dual-track)"
US-VA,bls_social_workers_mean_wage_usd,59530,,usd,2023,,BLS OEWS 21-1021 Virginia via classet.org,https://www.classet.org/salary/21-1021.00/VA,,medium,"VA mean wage; bls.gov returned 403"
US-VA,county_data_availability,,"State-supervised county/city-administered (120 local departments); VDSS publishes statewide aggregates and some local case-flow data; workforce metrics mostly statewide not per-locality",,2024,,VDSS CPS Accountability Dashboard,https://cpsaccountability.dss.virginia.gov/index-social-services.html,,medium,"Local case-flow data on dashboard"
US-MO,caseworker_turnover_rate_pct,40,,pct,2025,2026-01-26,Missouri Independent,https://missouriindependent.com/2026/01/26/missouri-child-welfare-agency-isnt-seeking-to-add-staff-despite-chronic-turnover/,2026-01-26,medium,"Frontline turnover decreased from 55% to 40% recently"
US-MO,vacancy_count,237,,count,2022,2022-09-19,Missouri Independent,https://missouriindependent.com/2022/09/19/this-job-is-impossible-high-turnover-low-morale-plague-missouri-child-welfare-agency/,2022-09-19,medium,"1054 of 1291 budgeted caseworkers filled; 2022"
US-MO,budgeted_caseworker_positions,1291,,count,2022,2022-09-19,Missouri Independent,https://missouriindependent.com/2022/09/19/this-job-is-impossible-high-turnover-low-morale-plague-missouri-child-welfare-agency/,2022-09-19,medium,"1054 filled 237 vacant; 2022"
US-MO,caseworker_headcount,1054,,count,2022,2022-09-19,Missouri Independent,https://missouriindependent.com/2022/09/19/this-job-is-impossible-high-turnover-low-morale-plague-missouri-child-welfare-agency/,2022-09-19,medium,"Filled caseworkers of 1291 budgeted; 2022"
US-MO,recommended_caseload_standard,15,,count,2024,2026-01-26,Missouri Independent,https://missouriindependent.com/2026/01/26/missouri-child-welfare-agency-isnt-seeking-to-add-staff-despite-chronic-turnover/,2026-01-26,high,"COA accreditation standard of 15 cases per caseworker"
US-MO,children_in_foster_care,12000,,count,2024,2024-01-01,Missouri DSS Diligent Recruitment Plan 2024,https://dss.mo.gov/cd/cfsplan/2025-2029/foster-diligent-plan.pdf,2024-01-01,medium,"More than 12,000 in foster care Jan 2024; from snippet"
